plot_type,sample,cold_reduction_percent,bin_lower,bin_upper,bin_center,frequency_percent
orientation_domain_ecd_number,5d,48.98,16,18,17,0.0231080300404391
boundary_misorientation_length_weighted,5d,48.98,0,2,1,0
boundary_misorientation_length_weighted,5d,48.98,2,4,3,57.9642991541092
boundary_misorientation_length_weighted,5d,48.98,4,6,5,17.3549959914266
boundary_misorientation_length_weighted,5d,48.98,6,8,7,6.32700142345261
boundary_misorientation_length_weighted,5d,48.98,8,10,9,2.73466516140644
boundary_misorientation_length_weighted,5d,48.98,10,12,11,1.47482779495738
boundary_misorientation_length_weighted,5d,48.98,12,14,13,0.944059948624814
boundary_misorientation_length_weighted,5d,48.98,14,16,15,0.421800094896841
boundary_misorientation_length_weighted,5d,48.98,16,18,17,0.149871562034719
boundary_misorientation_length_weighted,5d,48.98,18,20,19,0.229061339354374
boundary_misorientation_length_weighted,5d,48.98,20,22,21,0.272910224316497
boundary_misorientation_length_weighted,5d,48.98,22,24,23,0.330830020124675
boundary_misorientation_length_weighted,5d,48.98,24,26,25,0.380896284297845
boundary_misorientation_length_weighted,5d,48.98,26,28,27,0.440452232529983
boundary_misorientation_length_weighted,5d,48.98,28,30,29,0.432925931379767
boundary_misorientation_length_weighted,5d,48.98,30,32,31,0.467612362767715
boundary_misorientation_length_weighted,5d,48.98,32,34,33,0.497390336883784
boundary_misorientation_length_weighted,5d,48.98,34,36,35,0.432598700894975
boundary_misorientation_length_weighted,5d,48.98,36,38,37,0.431617009440599
boundary_misorientation_length_weighted,5d,48.98,38,40,39,0.397585039022235
boundary_misorientation_length_weighted,5d,48.98,40,42,41,0.382205206237013
boundary_misorientation_length_weighted,5d,48.98,42,44,43,0.387768124478476
boundary_misorientation_length_weighted,5d,48.98,44,46,45,0.380896284297845
boundary_misorientation_length_weighted,5d,48.98,46,48,47,0.388749815932852
boundary_misorientation_length_weighted,5d,48.98,48,50,49,0.351445540666569
boundary_misorientation_length_weighted,5d,48.98,50,52,51,0.346537083394689
boundary_misorientation_length_weighted,5d,48.98,52,54,53,0.344900930970729
boundary_misorientation_length_weighted,5d,48.98,54,56,55,0.320358644611332
boundary_misorientation_length_weighted,5d,48.98,56,58,57,0.339010782244474
boundary_misorientation_length_weighted,5d,48.98,58,60,59,0.358644611331992
boundary_misorientation_length_weighted,5d,48.98,60,62,61,0.319704183641748
boundary_misorientation_length_weighted,5d,48.98,62,64,63,0.295489127767143
boundary_misorientation_length_weighted,5d,48.98,64,66,65,0.3216675665505
boundary_misorientation_length_weighted,5d,48.98,66,68,67,0.314795726369869
boundary_misorientation_length_weighted,5d,48.98,68,70,69,0.293852975343183
boundary_misorientation_length_weighted,5d,48.98,70,72,71,0.315450187339453
boundary_misorientation_length_weighted,5d,48.98,72,74,73,0.277164220618793
boundary_misorientation_length_weighted,5d,48.98,74,76,75,0.30334265940215
boundary_misorientation_length_weighted,5d,48.98,76,78,77,0.313814034915493
boundary_misorientation_length_weighted,5d,48.98,78,80,79,0.288617287586512
boundary_misorientation_length_weighted,5d,48.98,80,82,81,0.284363291284216
boundary_misorientation_length_weighted,5d,48.98,82,84,83,0.294180205827975
boundary_misorientation_length_weighted,5d,48.98,84,86,85,0.311196191037157
boundary_misorientation_length_weighted,5d,48.98,86,88,87,0.289271748556095
boundary_misorientation_length_weighted,5d,48.98,88,90,89,0.288617287586512
boundary_misorientation_length_weighted,5d,48.98,90,92,91,0.189466450694547
boundary_misorientation_length_weighted,5d,48.98,92,94,93,0.0130892193916785
kam_pixel_frequency,5d,48.98,0,0.2,0.1,0.0594763746622869
kam_pixel_frequency,5d,48.98,0.2,0.4,0.3,0.488639234970553
kam_pixel_frequency,5d,48.98,0.4,0.6,0.5,1.84415634900581
kam_pixel_frequency,5d,48.98,0.6,0.8,0.7,5.11185834515734
kam_pixel_frequency,5d,48.98,0.8,1,0.9,9.74635075511672
kam_pixel_frequency,5d,48.98,1,1.2,1.1,14.2401212851562
kam_pixel_frequency,5d,48.98,1.2,1.4,1.3,17.2749713308325
kam_pixel_frequency,5d,48.98,1.4,1.6,1.5,17.4172481486521
kam_pixel_frequency,5d,48.98,1.6,1.8,1.7,14.9892126183211
kam_pixel_frequency,5d,48.98,1.8,2,1.9,11.0264533810181
kam_pixel_frequency,5d,48.98,2,2.2,2.1,3.78510758226593
kam_pixel_frequency,5d,48.98,2.2,2.4,2.3,2.03580244513985
kam_pixel_frequency,5d,48.98,2.4,2.6,2.5,1.03209003090439
kam_pixel_frequency,5d,48.98,2.6,2.8,2.7,0.52556901008766
kam_pixel_frequency,5d,48.98,2.8,3,2.9,0.250733736321406
kam_pixel_frequency,5d,48.98,3,3.2,3.1,0.114676670100488
kam_pixel_frequency,5d,48.98,3.2,3.4,3.3,0.0485918093646135
kam_pixel_frequency,5d,48.98,3.4,3.6,3.5,0.00699722054850434
kam_pixel_frequency,5d,48.98,3.6,3.8,3.7,0.00194367237458454
kam_pixel_frequency,5d,48.98,3.8,4,3.9,0
kam_pixel_frequency,5d,48.98,4,4.2,4.1,0
kam_pixel_frequency,5d,48.98,4.2,4.4,4.3,0
kam_pixel_frequency,5d,48.98,4.4,4.6,4.5,0
kam_pixel_frequency,5d,48.98,4.6,4.8,4.7,0
kam_pixel_frequency,5d,48.98,4.8,5,4.9,0
